state,zcta,zip,tribe,pop_2015,pop_2020
IN,46614,46680,Pokagon Off-Reservation Trust Land,166,210
IA,50173,50173,Sac and Fox/Meskwaki Settlement,196,283
IA,52339,52339,Sac and Fox/Meskwaki Settlement,1193,908
IA,51063,51063,Omaha Reservation,0,63
IA,51055,51055,Omaha Reservation,65,16
IA,51055,51055,Winnebago Reservation,65,16
IA,50173,50173,Sac and Fox/Meskwaki Off-Reservation Trust Land,196,283
IA,52339,52339,Sac and Fox/Meskwaki Off-Reservation Trust Land,1193,908
IA,51510,51510,Ponca (NE) Trust Land,45,25
KS,66434,66434,Kickapoo (KS) Reservation,230,171
KS,66516,66516,Kickapoo (KS) Reservation,46,47
KS,66527,66527,Kickapoo (KS) Reservation,39,108
KS,66439,66439,Kickapoo (KS) Reservation,647,598
KS,66425,66425,Kickapoo (KS) Reservation,12,16
KS,66094,66094,Iowa (KS-NE) Reservation,213,122
KS,66527,66527,Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area,39,108
KS,66434,66434,Sac and Fox Nation Reservation,230,171
KS,66094,66094,Iowa (KS-NE) Off-Reservation Trust Land,213,122
KS,66552,66552,Kickapoo (KS) Reservation,13,22
KS,66509,66509,Prairie Band of Potawatomi Nation Reservation,801,1094
KS,66440,66440,Prairie Band of Potawatomi Nation Reservation,82,122
KS,66058,66058,Kickapoo (KS) Reservation,0,4
KS,66540,66540,Prairie Band of Potawatomi Nation Reservation,29,21
KS,66436,66436,Prairie Band of Potawatomi Nation Reservation,274,300
KS,66418,66418,Prairie Band of Potawatomi Nation Reservation,116,42
KS,66434,66434,Iowa (KS-NE) Reservation,230,171
KS,66527,66527,Sac and Fox Nation Off-Reservation Trust Land,39,108
KS,66434,66434,Sac and Fox Nation Off-Reservation Trust Land,230,171
LA,70353,70353,Grand Caillou/Dulac SDTSA,282,412
LA,71462,71462,Apache Choctaw SDTSA,530,703
LA,71456,71456,Adai Caddo SDTSA,0,66
LA,70364,70364,United Houma Nation SDTSA,863,2688
LA,70380,70380,United Houma Nation SDTSA,757,381
LA,70380,70381,United Houma Nation SDTSA,757,381
LA,71486,71486,Apache Choctaw SDTSA,1344,1712
LA,70634,70634,Four Winds Cherokee SDTSA,744,629
LA,71446,71443,Four Winds Cherokee SDTSA,775,528
LA,71446,71446,Four Winds Cherokee SDTSA,775,528
LA,71446,71496,Four Winds Cherokee SDTSA,775,528
LA,70301,70301,United Houma Nation SDTSA,574,1021
LA,70301,70302,United Houma Nation SDTSA,574,1021
LA,70301,70371,United Houma Nation SDTSA,574,1021
LA,70359,70359,United Houma Nation SDTSA,357,519
LA,70360,70360,United Houma Nation SDTSA,1432,1429
LA,70360,70361,United Houma Nation SDTSA,1432,1429
LA,71449,71449,Apache Choctaw SDTSA,272,284
LA,71449,71460,Apache Choctaw SDTSA,272,284
LA,70532,70532,Coushatta Off-Reservation Trust Land,251,352
LA,71419,71419,Apache Choctaw SDTSA,365,229
LA,71351,71351,Tunica-Biloxi Reservation,311,890
LA,71351,71351,Tunica-Biloxi Off-Reservation Trust Land,311,890
LA,71350,71350,Tunica-Biloxi Off-Reservation Trust Land,196,101
LA,70532,70532,Coushatta Reservation,251,352
LA,70374,70374,United Houma Nation SDTSA,344,156
LA,71469,71469,Adai Caddo SDTSA,72,61
LA,71457,71457,Natchitoches SDTSA,470,297
LA,71457,71458,Natchitoches SDTSA,470,297
LA,71457,71471,Natchitoches SDTSA,470,297
LA,70363,70363,United Houma Nation SDTSA,4258,1704
LA,70395,70395,United Houma Nation SDTSA,113,284
LA,71446,71443,Clifton Choctaw SDTSA,775,528
LA,71446,71446,Clifton Choctaw SDTSA,775,528
LA,71446,71496,Clifton Choctaw SDTSA,775,528
LA,71456,71456,Natchitoches SDTSA,0,66
LA,71447,71447,Adai Caddo SDTSA,125,261
LA,71447,71447,Clifton Choctaw SDTSA,125,261
LA,70343,70343,Pointe-au-Chien SDTSA,392,190
LA,70373,70373,United Houma Nation SDTSA,304,409
LA,71457,71457,Adai Caddo SDTSA,470,297
LA,71457,71458,Adai Caddo SDTSA,470,297
LA,71457,71471,Adai Caddo SDTSA,470,297
LA,70356,70356,United Houma Nation SDTSA,0,0
LA,70377,70377,Pointe-au-Chien SDTSA,837,689
LA,70343,70343,United Houma Nation SDTSA,392,190
LA,70342,70342,United Houma Nation SDTSA,46,103
LA,71450,71450,Adai Caddo SDTSA,54,29
LA,70394,70394,United Houma Nation SDTSA,287,230
LA,71416,71416,Adai Caddo SDTSA,46,27
LA,70357,70357,Bayou Lafourche SDTSA,130,317
LA,71452,71452,Adai Caddo SDTSA,0,0
LA,70363,70363,Grand Caillou/Dulac SDTSA,4258,1704
LA,70354,70354,Bayou Lafourche SDTSA,577,342
LA,70352,70352,United Houma Nation SDTSA,0,0
LA,70344,70344,Grand Caillou/Dulac SDTSA,412,286
LA,70397,70397,United Houma Nation SDTSA,71,158
LA,70345,70345,Bayou Lafourche SDTSA,766,748
LA,71434,71434,Adai Caddo SDTSA,NA,NA
LA,71469,71469,Natchitoches SDTSA,72,61
LA,71427,71427,Clifton Choctaw SDTSA,5,0
LA,71342,71342,Jena Band of Choctaw Reservation,25,52
LA,71474,71474,Four Winds Cherokee SDTSA,0,0
LA,70345,70345,United Houma Nation SDTSA,766,748
LA,70359,70359,Isle de Jean Charles SDTSA,357,519
LA,71461,71461,Four Winds Cherokee SDTSA,25,27
LA,70659,70659,Four Winds Cherokee SDTSA,23,23
LA,70648,70648,Coushatta Reservation,212,305
LA,71423,71423,Jena Band of Choctaw Reservation,41,4
LA,71350,71350,Tunica-Biloxi Reservation,196,101
LA,71459,71459,Four Winds Cherokee SDTSA,295,159
LA,70544,70544,Chitimacha Reservation,381,316
LA,70523,70523,Chitimacha Reservation,150,161
LA,70340,70340,United Houma Nation SDTSA,0,0
LA,70372,70372,United Houma Nation SDTSA,33,9
LA,70395,70395,Isle de Jean Charles SDTSA,113,284
LA,70310,70310,United Houma Nation SDTSA,NA,NA
LA,70354,70354,Pointe-au-Chien SDTSA,577,342
LA,70377,70377,Isle de Jean Charles SDTSA,837,689
LA,70343,70343,Grand Caillou/Dulac SDTSA,392,190
LA,71475,71475,Four Winds Cherokee SDTSA,NA,NA
LA,70648,70648,Coushatta Off-Reservation Trust Land,212,305
LA,71468,71468,Natchitoches SDTSA,58,31
LA,71452,71452,Natchitoches SDTSA,0,0
LA,71497,71497,Natchitoches SDTSA,NA,NA
LA,71019,71019,Adai Caddo SDTSA,70,94
LA,71427,71427,Adai Caddo SDTSA,5,0
LA,71409,71409,Clifton Choctaw SDTSA,0,25
LA,71409,71431,Clifton Choctaw SDTSA,0,25
LA,71455,71455,Clifton Choctaw SDTSA,0,0
LA,71472,71472,Clifton Choctaw SDTSA,0,26
LA,71371,71371,Jena Band of Choctaw Reservation,91,89
MI,48618,48618,Isabella Reservation,89,71
MI,48622,48622,Isabella Reservation,194,63
MI,48893,48893,Isabella Reservation,199,88
MI,49612,49612,Grand Traverse Off-Reservation Trust Land,1,21
MI,49946,49946,L'Anse Reservation,247,562
MI,48658,48658,Isabella Reservation,261,139
MI,49740,49723,Little Traverse Bay Reservation,246,279
MI,49740,49737,Little Traverse Bay Reservation,246,279
MI,49740,49740,Little Traverse Bay Reservation,246,279
MI,49745,49745,Sault Ste. Marie Off-Reservation Trust Land,235,283
MI,49619,49619,Little River Off-Reservation Trust Land,26,47
MI,49908,49908,L'Anse Reservation,299,731
MI,48658,48658,Isabella Off-Reservation Trust Land,261,139
MI,49770,49770,Little Traverse Bay Reservation,763,668
MI,49057,49057,Pokagon Off-Reservation Trust Land,126,218
MI,49953,49953,Ontonagon Reservation,37,37
MI,49720,49711,Little Traverse Bay Reservation,276,287
MI,49720,49720,Little Traverse Bay Reservation,276,287
MI,49770,49770,Little Traverse Bay Off-Reservation Trust Land,763,668
MI,49660,49660,Little River Off-Reservation Trust Land,676,740
MI,48650,48650,Isabella Off-Reservation Trust Land,57,85
MI,49895,49895,Sault Ste. Marie Off-Reservation Trust Land,40,30
MI,49868,49868,Sault Ste. Marie Off-Reservation Trust Land,585,722
MI,49718,49718,Little Traverse Bay Off-Reservation Trust Land,103,47
MI,49969,49969,Lac Vieux Desert Reservation,288,364
MI,49854,49854,Sault Ste. Marie Off-Reservation Trust Land,713,714
MI,49755,49755,Little Traverse Bay Off-Reservation Trust Land,174,175
MI,49701,49701,Little Traverse Bay Off-Reservation Trust Land,47,84
MI,49660,49660,Little River Reservation,676,740
MI,49689,49689,Little River Off-Reservation Trust Land,4,47
MI,49781,49781,Sault Ste. Marie Off-Reservation Trust Land,1291,1176
MI,49682,49682,Grand Traverse Off-Reservation Trust Land,877,637
MI,48858,48804,Isabella Reservation,3189,3120
MI,48858,48858,Isabella Reservation,3189,3120
MI,48617,48617,Isabella Reservation,216,168
MI,49896,49845,Hannahville Indian Community,530,478
MI,49896,49896,Hannahville Indian Community,530,478
MI,49807,49807,Hannahville Off-Reservation Trust Land,81,120
MI,48878,48878,Isabella Reservation,129,38
MI,49783,49783,Bay Mills Reservation,4121,4166
MI,49896,49845,Hannahville Off-Reservation Trust Land,530,478
MI,49896,49896,Hannahville Off-Reservation Trust Land,530,478
MI,49047,49047,Pokagon Off-Reservation Trust Land,686,568
MI,49855,49855,L'Anse Off-Reservation Trust Land,1257,1173
MI,49685,49685,Grand Traverse Off-Reservation Trust Land,NA,NA
MI,48858,48804,Isabella Off-Reservation Trust Land,3189,3120
MI,48858,48858,Isabella Off-Reservation Trust Land,3189,3120
MI,49454,49454,Little River Off-Reservation Trust Land,86,84
MI,49690,49610,Grand Traverse Off-Reservation Trust Land,346,90
MI,49690,49690,Grand Traverse Off-Reservation Trust Land,346,90
MI,49715,49715,Bay Mills Reservation,1180,1394
MI,49328,49328,Match-e-be-nash-she-wish Band of Pottawatomi Off-Reservation Trust Land,134,64
MI,49344,49344,Match-e-be-nash-she-wish Band of Pottawatomi Off-Reservation Trust Land,89,126
MI,49788,49788,Sault Ste. Marie Off-Reservation Trust Land,1172,1416
MI,49348,49311,Match-e-be-nash-she-wish Band of Pottawatomi Reservation,150,113
MI,49348,49348,Match-e-be-nash-she-wish Band of Pottawatomi Reservation,150,113
MI,49862,49862,Sault Ste. Marie Off-Reservation Trust Land,302,392
MI,49829,49829,Sault Ste. Marie Off-Reservation Trust Land,668,868
MI,49855,49855,Sault Ste. Marie Off-Reservation Trust Land,1257,1173
MI,49807,49807,Hannahville Indian Community,81,120
MI,49676,49676,Grand Traverse Off-Reservation Trust Land,96,115
MI,49727,49727,Grand Traverse Off-Reservation Trust Land,269,112
MI,49740,49723,Little Traverse Bay Off-Reservation Trust Land,246,279
MI,49740,49737,Little Traverse Bay Off-Reservation Trust Land,246,279
MI,49740,49740,Little Traverse Bay Off-Reservation Trust Land,246,279
MI,49718,49718,Little Traverse Bay Reservation,103,47
MI,49720,49711,Little Traverse Bay Off-Reservation Trust Land,276,287
MI,49720,49720,Little Traverse Bay Off-Reservation Trust Land,276,287
MI,49782,49782,Little Traverse Bay Reservation,11,7
MI,49682,49682,Grand Traverse Reservation,877,637
MI,49616,49616,Grand Traverse Off-Reservation Trust Land,170,170
MI,49701,49701,Little Traverse Bay Reservation,47,84
MI,49769,49769,Little Traverse Bay Off-Reservation Trust Land,186,112
MI,49755,49755,Little Traverse Bay Reservation,174,175
MI,49348,49311,Match-e-be-nash-she-wish Band of Pottawatomi Off-Reservation Trust Land,150,113
MI,49348,49348,Match-e-be-nash-she-wish Band of Pottawatomi Off-Reservation Trust Land,150,113
MI,49783,49783,Sault Ste. Marie Reservation,4121,4166
MI,49724,49724,Bay Mills Reservation,192,168
MI,49783,49783,Sault Ste. Marie Off-Reservation Trust Land,4121,4166
MI,49715,49715,Bay Mills Off-Reservation Trust Land,1180,1394
MI,49340,49340,Isabella Reservation,78,154
MI,48748,48748,Isabella Off-Reservation Trust Land,21,5
MI,49946,49946,L'Anse Off-Reservation Trust Land,247,562
MI,49117,49117,Pokagon Reservation,20,6
MI,49052,49052,Huron Potawatomi Reservation,49,45
MI,49014,49014,Huron Potawatomi Off-Reservation Trust Land,570,399
MI,49011,49011,Huron Potawatomi Reservation,33,45
MN,56727,56727,Red Lake Reservation,50,2
MN,56623,56623,Red Lake Reservation,85,198
MN,56671,56671,Red Lake Reservation,2924,3069
MN,56601,56601,Leech Lake Reservation,3933,4247
MN,56601,56619,Leech Lake Reservation,3933,4247
MN,56601,56687,Leech Lake Reservation,3933,4247
MN,55711,55711,Fond du Lac Reservation,96,80
MN,56557,56557,White Earth Reservation,1212,1456
MN,55372,55372,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,414,345
MN,56342,56342,Mille Lacs Reservation,186,205
MN,55771,55771,Bois Forte Reservation,531,530
MN,56589,56589,White Earth Reservation,1188,1179
MN,55605,55605,Grand Portage Reservation,395,511
MN,56521,56521,White Earth Reservation,219,242
MN,56521,56577,White Earth Reservation,219,242
MN,56569,56569,White Earth Reservation,776,741
MN,55760,55760,Mille Lacs Reservation,322,243
MN,56575,56575,White Earth Reservation,330,483
MN,56763,56763,Red Lake Reservation,238,302
MN,56461,56436,Leech Lake Reservation,295,225
MN,56461,56461,Leech Lake Reservation,295,225
MN,56651,56651,White Earth Reservation,118,69
MN,56711,56711,Red Lake Reservation,0,0
MN,56711,56741,Red Lake Reservation,0,0
MN,56621,56621,White Earth Reservation,758,915
MN,56566,56566,White Earth Reservation,550,571
MN,56673,56673,Red Lake Reservation,22,0
MN,56761,56761,Red Lake Reservation,2,0
MN,56542,56542,White Earth Reservation,48,44
MN,56241,56241,Upper Sioux Off-Reservation Trust Land,538,375
MN,56621,56621,White Earth Off-Reservation Trust Land,758,915
MN,55072,55072,Mille Lacs Off-Reservation Trust Land,434,421
MN,56751,56751,Red Lake Reservation,61,76
MN,56629,56629,Red Lake Reservation,0,0
MN,55063,55063,Mille Lacs Reservation,83,77
MN,55063,55067,Mille Lacs Reservation,83,77
MN,56742,56742,Red Lake Reservation,42,67
MN,56516,56516,White Earth Reservation,12,8
MN,56270,56270,Lower Sioux Indian Community,422,570
MN,56592,56592,White Earth Reservation,29,8
MN,56633,56633,Leech Lake Reservation,2553,3027
MN,56554,56554,White Earth Reservation,57,49
MN,56627,56627,Red Lake Reservation,9,8
MN,56654,56654,Red Lake Reservation,0,0
MN,55037,55037,Mille Lacs Off-Reservation Trust Land,479,451
MN,56241,56241,Upper Sioux Community,538,375
MN,56431,56431,Mille Lacs Reservation,105,96
MN,55606,55606,Grand Portage Off-Reservation Trust Land,9,0
MN,56653,56653,Bois Forte Reservation,34,16
MN,56672,56672,Leech Lake Reservation,200,242
MN,56484,56484,Leech Lake Reservation,889,700
MN,55089,55089,Prairie Island Off-Reservation Trust Land,239,198
MN,55063,55063,Mille Lacs Off-Reservation Trust Land,83,77
MN,55063,55067,Mille Lacs Off-Reservation Trust Land,83,77
MN,56681,56681,Leech Lake Reservation,78,83
MN,56636,56631,Leech Lake Reservation,1050,1095
MN,56636,56636,Leech Lake Reservation,1050,1095
MN,56685,56685,Red Lake Reservation,0,0
MN,55780,55780,Fond du Lac Reservation,97,65
MN,56626,56626,Leech Lake Reservation,272,112
MN,56450,56450,Mille Lacs Reservation,130,141
MN,56670,56670,Red Lake Reservation,1713,1488
MN,55721,55721,Leech Lake Reservation,202,84
MN,56663,56663,Leech Lake Reservation,46,48
MN,55720,55720,Fond du Lac Reservation,2370,2183
MN,56666,56666,Red Lake Reservation,971,1059
MN,56655,56655,Leech Lake Reservation,191,100
MN,55790,55790,Bois Forte Off-Reservation Trust Land,562,275
MN,56359,56359,Mille Lacs Reservation,1010,1145
MN,56386,56386,Mille Lacs Reservation,49,37
MN,56630,56630,Red Lake Reservation,98,136
MN,56639,56639,Bois Forte Reservation,26,52
MN,56659,56659,Leech Lake Reservation,6,43
MN,55033,55033,Prairie Island Off-Reservation Trust Land,498,423
MN,56630,56630,Leech Lake Reservation,98,136
MN,55736,55736,Fond du Lac Reservation,7,21
MN,55718,55718,Fond du Lac Reservation,75,58
MN,55790,55790,Bois Forte Reservation,562,275
MN,56591,56591,White Earth Reservation,163,142
MN,55089,55089,Prairie Island Indian Community,239,198
MN,55379,55379,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,1295,1507
MN,55379,55379,Shakopee Mdewakanton Sioux Community,1295,1507
MN,55372,55372,Shakopee Mdewakanton Sioux Community,414,345
MN,56667,56667,Red Lake Reservation,38,59
MN,56650,56650,Red Lake Reservation,34,119
MN,55606,55606,Grand Portage Reservation,9,0
MN,56634,56634,Red Lake Reservation,59,33
MN,55792,55777,Minnesota Chippewa Trust Land,651,462
MN,55792,55792,Minnesota Chippewa Trust Land,651,462
MN,56578,56578,White Earth Reservation,61,65
MN,56725,56725,Red Lake Reservation,21,12
MN,56676,56676,Red Lake Reservation,100,69
MN,55772,55772,Bois Forte Reservation,103,79
MN,55771,55771,Bois Forte Off-Reservation Trust Land,531,530
MN,56680,56680,Leech Lake Reservation,9,8
MN,55779,55779,Fond du Lac Reservation,75,120
MN,55779,55791,Fond du Lac Reservation,75,120
MN,55760,55760,Mille Lacs Off-Reservation Trust Land,322,243
MN,55802,55802,Fond du Lac Off-Reservation Trust Land,76,194
MN,55037,55037,Mille Lacs Reservation,479,451
MN,56283,56283,Lower Sioux Indian Community,482,356
MN,55947,55947,Ho-Chunk Nation Off-Reservation Trust Land,3,13
MN,56686,56686,Red Lake Reservation,21,76
MN,56636,56631,Leech Lake Off-Reservation Trust Land,1050,1095
MN,56636,56636,Leech Lake Off-Reservation Trust Land,1050,1095
MN,56641,56641,Leech Lake Reservation,114,195
MN,56644,56644,Red Lake Reservation,74,58
MN,56652,56652,Red Lake Reservation,3,13
MN,56528,56528,Minnesota Chippewa Trust Land,6,8
MN,56570,56570,Minnesota Chippewa Trust Land,28,46
MN,56672,56672,Minnesota Chippewa Trust Land,200,242
MN,56724,56724,Red Lake Reservation,3,0
MN,56759,56759,Red Lake Reservation,0,0
MN,56701,56701,Red Lake Reservation,296,345
MN,56684,56684,Red Lake Reservation,22,7
MS,39350,39350,Mississippi Choctaw Reservation,5423,5459
MS,39057,39057,Mississippi Choctaw Reservation,985,1095
MS,39350,39350,Mississippi Choctaw Off-Reservation Trust Land,5423,5459
MS,39051,39051,Mississippi Choctaw Reservation,787,710
MS,39051,39109,Mississippi Choctaw Reservation,787,710
MS,39339,39339,Mississippi Choctaw Reservation,70,191
MS,39057,39057,Mississippi Choctaw Off-Reservation Trust Land,985,1095
MS,38930,38930,Mississippi Choctaw Off-Reservation Trust Land,91,0
MS,38930,38935,Mississippi Choctaw Off-Reservation Trust Land,91,0
MS,38930,38945,Mississippi Choctaw Off-Reservation Trust Land,91,0
MS,39439,39439,Mississippi Choctaw Off-Reservation Trust Land,291,225
MS,39090,39090,Mississippi Choctaw Reservation,52,124
MS,39090,39171,Mississippi Choctaw Reservation,52,124
MS,39339,39339,Mississippi Choctaw Off-Reservation Trust Land,70,191
MS,39341,39341,Mississippi Choctaw Reservation,10,0
MS,39354,39354,Mississippi Choctaw Reservation,0,40
MS,39189,39189,Mississippi Choctaw Reservation,603,595
MS,39074,39074,Mississippi Choctaw Reservation,243,0
MS,39074,39080,Mississippi Choctaw Reservation,243,0
MS,39189,39189,Mississippi Choctaw Off-Reservation Trust Land,603,595
MS,39354,39354,Mississippi Choctaw Off-Reservation Trust Land,0,40
MS,39051,39051,Mississippi Choctaw Off-Reservation Trust Land,787,710
MS,39051,39109,Mississippi Choctaw Off-Reservation Trust Land,787,710
MS,39439,39439,Mississippi Choctaw Reservation,291,225
MS,39328,39328,Mississippi Choctaw Reservation,0,0
MS,39564,39564,Mississippi Choctaw Reservation,552,281
MS,39564,39566,Mississippi Choctaw Reservation,552,281
MT,59821,59821,Flathead Reservation,1097,1262
MT,59417,59417,Blackfeet Indian Reservation,7401,7272
MT,59860,59860,Flathead Reservation,2423,2211
MT,59219,59219,Turtle Mountain Off-Reservation Trust Land,3,2
MT,59213,59213,Fort Peck Indian Reservation,492,675
MT,59050,59050,Crow Reservation,1319,1456
MT,59845,59845,Flathead Reservation,248,165
MT,59864,59864,Flathead Reservation,2584,3024
MT,59911,59911,Flathead Reservation,213,320
MT,59010,59010,Crow Off-Reservation Trust Land,0,0
MT,59035,59035,Crow Reservation,89,66
MT,59255,59255,Fort Peck Indian Reservation,3105,2744
MT,59521,59521,Rocky Boy's Reservation,3874,3702
MT,59427,59427,Blackfeet Indian Reservation,1367,1509
MT,59831,59831,Flathead Reservation,192,227
MT,59022,59022,Crow Reservation,2254,2263
MT,59201,59201,Fort Peck Indian Reservation,3296,3515
MT,59089,59089,Crow Reservation,284,337
MT,59258,59258,Fort Peck Indian Reservation,2,3
MT,59247,59247,Turtle Mountain Off-Reservation Trust Land,24,6
MT,59248,59248,Fort Peck Indian Reservation,53,78
MT,59824,59824,Flathead Reservation,381,246
MT,59226,59226,Turtle Mountain Off-Reservation Trust Land,29,195
MT,59254,59254,Turtle Mountain Off-Reservation Trust Land,117,93
MT,59253,59253,Fort Peck Indian Reservation,0,0
MT,59247,59247,Fort Peck Indian Reservation,24,6
MT,59859,59859,Flathead Reservation,113,170
MT,59524,59524,Fort Belknap Reservation,587,592
MT,59865,59865,Flathead Reservation,1054,1516
MT,59034,59034,Crow Off-Reservation Trust Land,2129,2707
MT,59031,59031,Crow Reservation,288,267
MT,59230,59230,Fort Peck Indian Reservation,407,296
MT,59448,59448,Blackfeet Indian Reservation,735,742
MT,59411,59411,Blackfeet Indian Reservation,210,303
MT,59501,59501,Rocky Boy's Off-Reservation Trust Land,1528,1735
MT,59544,59544,Turtle Mountain Off-Reservation Trust Land,29,31
MT,59914,59914,Flathead Reservation,25,57
MT,59034,59034,Crow Reservation,2129,2707
MT,59915,59915,Flathead Reservation,244,389
MT,59527,59527,Fort Belknap Reservation,1097,953
MT,59521,59521,Rocky Boy's Off-Reservation Trust Land,3874,3702
MT,59230,59230,Fort Peck Off-Reservation Trust Land,407,296
MT,59486,59486,Blackfeet Indian Reservation,120,220
MT,59038,59038,Crow Off-Reservation Trust Land,23,1
MT,59524,59524,Fort Belknap Off-Reservation Trust Land,587,592
MT,59526,59526,Turtle Mountain Off-Reservation Trust Land,1838,2204
MT,59075,59075,Crow Reservation,115,209
MT,59225,59225,Fort Peck Indian Reservation,269,445
MT,59043,59043,Northern Cheyenne Indian Reservation,2794,3006
MT,59434,59434,Blackfeet Indian Reservation,278,176
MT,59222,59222,Fort Peck Indian Reservation,4,17
MT,59526,59526,Fort Belknap Reservation,1838,2204
MT,59016,59016,Northern Cheyenne Indian Reservation,890,1032
MT,59260,59260,Fort Peck Indian Reservation,0,0
MT,59863,59863,Flathead Reservation,31,23
MT,59501,59501,Rocky Boy's Reservation,1528,1735
MT,59242,59242,Turtle Mountain Off-Reservation Trust Land,0,0
MT,59012,59012,Northern Cheyenne Indian Reservation,139,205
MT,59848,59848,Flathead Reservation,23,11
MT,59003,59003,Northern Cheyenne Indian Reservation,741,702
MT,59003,59004,Northern Cheyenne Indian Reservation,741,702
MT,59003,59003,Northern Cheyenne Off-Reservation Trust Land,741,702
MT,59003,59004,Northern Cheyenne Off-Reservation Trust Land,741,702
MT,59538,59538,Turtle Mountain Off-Reservation Trust Land,176,284
MT,59263,59263,Fort Peck Indian Reservation,9,39
MT,59066,59066,Crow Reservation,500,467
MT,59523,59523,Fort Belknap Off-Reservation Trust Land,99,95
MT,59211,59211,Turtle Mountain Off-Reservation Trust Land,36,0
MT,59254,59254,Fort Peck Indian Reservation,117,93
MT,59523,59523,Turtle Mountain Off-Reservation Trust Land,99,95
MT,59223,59223,Turtle Mountain Off-Reservation Trust Land,10,38
MT,59226,59226,Fort Peck Indian Reservation,29,195
MT,59212,59212,Turtle Mountain Off-Reservation Trust Land,38,33
MT,59101,59101,Crow Reservation,4155,4633
MT,59101,59103,Crow Reservation,4155,4633
MT,59101,59107,Crow Reservation,4155,4633
MT,59101,59111,Crow Reservation,4155,4633
MT,59101,59112,Crow Reservation,4155,4633
MT,59101,59114,Crow Reservation,4155,4633
MT,59101,59115,Crow Reservation,4155,4633
MT,59101,59117,Crow Reservation,4155,4633
MT,59244,59244,Fort Peck Indian Reservation,0,0
MT,59910,59910,Flathead Reservation,55,165
MT,59263,59263,Turtle Mountain Off-Reservation Trust Land,9,39
MT,59025,59025,Crow Reservation,0,3
MT,59256,59256,Turtle Mountain Off-Reservation Trust Land,0,0
MT,59016,59016,Crow Off-Reservation Trust Land,890,1032
MT,59025,59025,Northern Cheyenne Off-Reservation Trust Land,0,3
MT,59537,59537,Turtle Mountain Off-Reservation Trust Land,10,10
MT,59542,59542,Turtle Mountain Off-Reservation Trust Land,0,0
MT,59427,59427,Blackfeet Off-Reservation Trust Land,1367,1509
MT,59529,59529,Turtle Mountain Off-Reservation Trust Land,0,28
MT,59808,59808,Flathead Reservation,965,1070
MT,59101,59101,Crow Off-Reservation Trust Land,4155,4633
MT,59101,59103,Crow Off-Reservation Trust Land,4155,4633
MT,59101,59107,Crow Off-Reservation Trust Land,4155,4633
MT,59101,59111,Crow Off-Reservation Trust Land,4155,4633
MT,59101,59112,Crow Off-Reservation Trust Land,4155,4633
MT,59101,59114,Crow Off-Reservation Trust Land,4155,4633
MT,59101,59115,Crow Off-Reservation Trust Land,4155,4633
MT,59101,59117,Crow Off-Reservation Trust Land,4155,4633
MT,59024,59024,Crow Off-Reservation Trust Land,5,7
MT,59332,59332,Turtle Mountain Off-Reservation Trust Land,13,0
MT,59520,59520,Turtle Mountain Off-Reservation Trust Land,63,102
MT,59524,59524,Turtle Mountain Off-Reservation Trust Land,587,592
MT,59261,59261,Turtle Mountain Off-Reservation Trust Land,38,40
MT,59012,59012,Northern Cheyenne Off-Reservation Trust Land,139,205
MT,59064,59064,Crow Off-Reservation Trust Land,0,0
MT,59855,59855,Flathead Reservation,1083,493
MT,59252,59252,Turtle Mountain Off-Reservation Trust Land,0,1
MT,59535,59535,Fort Belknap Off-Reservation Trust Land,0,0
MT,59546,59546,Fort Belknap Reservation,3,8
MT,59218,59218,Turtle Mountain Off-Reservation Trust Land,126,118
MT,59218,59218,Fort Peck Off-Reservation Trust Land,126,118
MT,59218,59218,Fort Peck Indian Reservation,126,118
MT,59242,59242,Fort Peck Indian Reservation,0,0
MT,59417,59417,Blackfeet Off-Reservation Trust Land,7401,7272
MT,59528,59528,Rocky Boy's Off-Reservation Trust Land,9,1
MT,59432,59432,Blackfeet Off-Reservation Trust Land,8,12
MT,59432,59432,Blackfeet Indian Reservation,8,12
MT,59547,59547,Turtle Mountain Off-Reservation Trust Land,0,0
MT,59486,59486,Blackfeet Off-Reservation Trust Land,120,220
MT,59016,59016,Crow Reservation,890,1032
MT,59043,59043,Northern Cheyenne Off-Reservation Trust Land,2794,3006
MT,59037,59037,Crow Off-Reservation Trust Land,82,62
MT,59257,59257,Turtle Mountain Off-Reservation Trust Land,0,0
MT,59931,59931,Flathead Reservation,10,137
MT,59241,59241,Turtle Mountain Off-Reservation Trust Land,22,35
MT,59523,59523,Fort Belknap Reservation,99,95
MT,59520,59520,Rocky Boy's Off-Reservation Trust Land,63,102
MT,59275,59275,Turtle Mountain Off-Reservation Trust Land,15,5
MT,59929,59929,Flathead Reservation,0,0
MT,59527,59527,Fort Belknap Off-Reservation Trust Land,1097,953
NE,68039,68039,Omaha Reservation,1157,1256
NE,68004,68004,Omaha Reservation,22,13
NE,68055,68055,Omaha Reservation,71,75
NE,68733,68733,Winnebago Reservation,55,75
NE,68724,68724,Santee Reservation,4,30
NE,68062,68062,Winnebago Reservation,2,5
NE,68071,68071,Winnebago Reservation,1880,1894
NE,68047,68047,Omaha Reservation,12,32
NE,68067,68067,Winnebago Reservation,835,1042
